symptoms_text,specialty
حاسس باكتئاب ومش عايز أعمل حاجة جدًا,مرض نفسي
حاسس باكتئاب ومش عايز أعمل حاجة جدًا,مرض نفسي
عندي نوبات غضب بشكل مفاجئ ومأثرة على حياتي,مرض نفسي
عندي قلق طول الوقت ومش بنام ومش عارف أعمل إيه,مرض نفسي
مش قادر أركز في أي حاجة بقالها فترة طويلة,مرض نفسي
عندي نوبات غضب بشكل مفاجئ,مرض نفسي
بحس بخوف من غير سبب ومأثرة على حياتي,مرض نفسي
بحس بخوف من غير سبب ومأثرة على حياتي,مرض نفسي
بحس بخوف من غير سبب ومأثرة على حياتي,مرض نفسي
عندي نوبات غضب بشكل مفاجئ ومش عارف أعمل إيه,مرض نفسي
عندي قلق طول الوقت ومش بنام بقالها فترة طويلة,مرض نفسي
مش قادر أركز في أي حاجة ومأثرة على حياتي,مرض نفسي
حاسس باكتئاب ومش عايز أعمل حاجة ومش عارف أعمل إيه,مرض نفسي
عندي نوبات غضب بشكل مفاجئ ومأثرة على حياتي,مرض نفسي
مش قادر أركز في أي حاجة ومش عارف أعمل إيه,مرض نفسي
بحس بخوف من غير سبب بقالها فترة طويلة,مرض نفسي
عندي نوبات غضب بشكل مفاجئ ومأثرة على حياتي,مرض نفسي
عندي نوبات غضب بشكل مفاجئ جدًا,مرض نفسي
حاسس باكتئاب ومش عايز أعمل حاجة,مرض نفسي
حاسس باكتئاب ومش عايز أعمل حاجة جدًا,مرض نفسي
بحس بخوف من غير سبب جدًا,مرض نفسي
مش قادر أركز في أي حاجة بقالها فترة طويلة,مرض نفسي
بحس بخوف من غير سبب بقالها فترة طويلة,مرض نفسي
عندي قلق طول الوقت ومش بنام ومش عارف أعمل إيه,مرض نفسي
عندي قلق طول الوقت ومش بنام,مرض نفسي
عندي قلق طول الوقت ومش بنام ومش عارف أعمل إيه,مرض نفسي
بحس بخوف من غير سبب ومأثرة على حياتي,مرض نفسي
بحس بخوف من غير سبب ومش عارف أعمل إيه,مرض نفسي
عندي قلق طول الوقت ومش بنام بقالها فترة طويلة,مرض نفسي
عندي نوبات غضب بشكل مفاجئ ومأثرة على حياتي,مرض نفسي
مش قادر أركز في أي حاجة ومأثرة على حياتي,مرض نفسي
مش قادر أركز في أي حاجة ومأثرة على حياتي,مرض نفسي
عندي قلق طول الوقت ومش بنام ومأثرة على حياتي,مرض نفسي
بحس بخوف من غير سبب بقالها فترة طويلة,مرض نفسي
عندي قلق طول الوقت ومش بنام,مرض نفسي
عندي قلق طول الوقت ومش بنام جدًا,مرض نفسي
بحس بخوف من غير سبب بقالها فترة طويلة,مرض نفسي
حاسس باكتئاب ومش عايز أعمل حاجة,مرض نفسي
مش قادر أركز في أي حاجة ومأثرة على حياتي,مرض نفسي
مش قادر أركز في أي حاجة جدًا,مرض نفسي
مش قادر أركز في أي حاجة,مرض نفسي
بحس بخوف من غير سبب جدًا,مرض نفسي
مش قادر أركز في أي حاجة ومش عارف أعمل إيه,مرض نفسي
مش قادر أركز في أي حاجة ومأثرة على حياتي,مرض نفسي
عندي قلق طول الوقت ومش بنام ومش عارف أعمل إيه,مرض نفسي
حاسس باكتئاب ومش عايز أعمل حاجة جدًا,مرض نفسي
حاسس باكتئاب ومش عايز أعمل حاجة,مرض نفسي
عندي نوبات غضب بشكل مفاجئ ومش عارف أعمل إيه,مرض نفسي
حاسس باكتئاب ومش عايز أعمل حاجة ومش عارف أعمل إيه,مرض نفسي
عندي نوبات غضب بشكل مفاجئ ومش عارف أعمل إيه,مرض نفسي
حاسس باكتئاب ومش عايز أعمل حاجة,مرض نفسي
بحس بخوف من غير سبب بقالها فترة طويلة,مرض نفسي
مش قادر أركز في أي حاجة ومش عارف أعمل إيه,مرض نفسي
بحس بخوف من غير سبب ومأثرة على حياتي,مرض نفسي
حاسس باكتئاب ومش عايز أعمل حاجة ومأثرة على حياتي,مرض نفسي
مش قادر أركز في أي حاجة,مرض نفسي
عندي نوبات غضب بشكل مفاجئ,مرض نفسي
عندي قلق طول الوقت ومش بنام ومأثرة على حياتي,مرض نفسي
مش قادر أركز في أي حاجة ومأثرة على حياتي,مرض نفسي
عندي قلق طول الوقت ومش بنام ومش عارف أعمل إيه,مرض نفسي
مش قادر أركز في أي حاجة,مرض نفسي
عندي قلق طول الوقت ومش بنام بقالها فترة طويلة,مرض نفسي
بحس بخوف من غير سبب ومش عارف أعمل إيه,مرض نفسي
بحس بخوف من غير سبب ومأثرة على حياتي,مرض نفسي
مش قادر أركز في أي حاجة,مرض نفسي
عندي نوبات غضب بشكل مفاجئ ومش عارف أعمل إيه,مرض نفسي
بحس بخوف من غير سبب ومأثرة على حياتي,مرض نفسي
حاسس باكتئاب ومش عايز أعمل حاجة ومأثرة على حياتي,مرض نفسي
عندي قلق طول الوقت ومش بنام بقالها فترة طويلة,مرض نفسي
مش قادر أركز في أي حاجة ومأثرة على حياتي,مرض نفسي
حاسس باكتئاب ومش عايز أعمل حاجة ومأثرة على حياتي,مرض نفسي
حاسس باكتئاب ومش عايز أعمل حاجة ومش عارف أعمل إيه,مرض نفسي
بحس بخوف من غير سبب ومأثرة على حياتي,مرض نفسي
عندي نوبات غضب بشكل مفاجئ ومش عارف أعمل إيه,مرض نفسي
حاسس باكتئاب ومش عايز أعمل حاجة بقالها فترة طويلة,مرض نفسي
حاسس باكتئاب ومش عايز أعمل حاجة ومش عارف أعمل إيه,مرض نفسي
حاسس باكتئاب ومش عايز أعمل حاجة ومش عارف أعمل إيه,مرض نفسي
مش قادر أركز في أي حاجة ومش عارف أعمل إيه,مرض نفسي
بحس بشد جامد في العضلات بقالها فترة طويلة,علاج طبيعي
عندي ألم في ضهري بعد الوقوف الطويل بقالها فترة طويلة,علاج طبيعي
مش قادر أرفع دراعي لفوق بعد العملية بقالها فترة طويلة,علاج طبيعي
مش قادر أحرك رقبتي كويس جدًا,علاج طبيعي
مش قادر أرفع دراعي لفوق بعد العملية,علاج طبيعي
مش قادر أرفع دراعي لفوق بعد العملية,علاج طبيعي
مش قادر أحرك رقبتي كويس ومأثرة على حياتي,علاج طبيعي
مش قادر أرفع دراعي لفوق بعد العملية ومش عارف أعمل إيه,علاج طبيعي
رجلي ضعيفة بعد الكسور ومش عارف أعمل إيه,علاج طبيعي
بحس بشد جامد في العضلات ومش عارف أعمل إيه,علاج طبيعي
عندي ألم في ضهري بعد الوقوف الطويل ومش عارف أعمل إيه,علاج طبيعي
عندي ألم في ضهري بعد الوقوف الطويل ومش عارف أعمل إيه,علاج طبيعي
رجلي ضعيفة بعد الكسور جدًا,علاج طبيعي
مش قادر أرفع دراعي لفوق بعد العملية,علاج طبيعي
مش قادر أرفع دراعي لفوق بعد العملية بقالها فترة طويلة,علاج طبيعي
بحس بشد جامد في العضلات بقالها فترة طويلة,علاج طبيعي
بحس بشد جامد في العضلات جدًا,علاج طبيعي
عندي ألم في ضهري بعد الوقوف الطويل,علاج طبيعي
عندي ألم في ضهري بعد الوقوف الطويل ومش عارف أعمل إيه,علاج طبيعي
مش قادر أرفع دراعي لفوق بعد العملية جدًا,علاج طبيعي
عندي ألم في ضهري بعد الوقوف الطويل جدًا,علاج طبيعي
مش قادر أرفع دراعي لفوق بعد العملية جدًا,علاج طبيعي
عندي ألم في ضهري بعد الوقوف الطويل ومأثرة على حياتي,علاج طبيعي
بحس بشد جامد في العضلات ومش عارف أعمل إيه,علاج طبيعي
رجلي ضعيفة بعد الكسور بقالها فترة طويلة,علاج طبيعي
عندي ألم في ضهري بعد الوقوف الطويل بقالها فترة طويلة,علاج طبيعي
مش قادر أحرك رقبتي كويس بقالها فترة طويلة,علاج طبيعي
مش قادر أحرك رقبتي كويس بقالها فترة طويلة,علاج طبيعي
عندي ألم في ضهري بعد الوقوف الطويل جدًا,علاج طبيعي
مش قادر أحرك رقبتي كويس بقالها فترة طويلة,علاج طبيعي
رجلي ضعيفة بعد الكسور,علاج طبيعي
مش قادر أرفع دراعي لفوق بعد العملية ومأثرة على حياتي,علاج طبيعي
مش قادر أحرك رقبتي كويس ومش عارف أعمل إيه,علاج طبيعي
بحس بشد جامد في العضلات جدًا,علاج طبيعي
بحس بشد جامد في العضلات جدًا,علاج طبيعي
عندي ألم في ضهري بعد الوقوف الطويل جدًا,علاج طبيعي
بحس بشد جامد في العضلات جدًا,علاج طبيعي
مش قادر أرفع دراعي لفوق بعد العملية,علاج طبيعي
رجلي ضعيفة بعد الكسور جدًا,علاج طبيعي
مش قادر أرفع دراعي لفوق بعد العملية,علاج طبيعي
بحس بشد جامد في العضلات,علاج طبيعي
بحس بشد جامد في العضلات جدًا,علاج طبيعي
رجلي ضعيفة بعد الكسور ومش عارف أعمل إيه,علاج طبيعي
بحس بشد جامد في العضلات بقالها فترة طويلة,علاج طبيعي
مش قادر أحرك رقبتي كويس جدًا,علاج طبيعي
عندي ألم في ضهري بعد الوقوف الطويل ومش عارف أعمل إيه,علاج طبيعي
رجلي ضعيفة بعد الكسور بقالها فترة طويلة,علاج طبيعي
رجلي ضعيفة بعد الكسور ومش عارف أعمل إيه,علاج طبيعي
